TABLE:  Shear Wall Pier Summary - ACI 318-08;;;;;;;;;;;;;;;;;;;;;;;;;;
Story;Pier Label;Station;Design Type;Edge Rebar;End Rebar;Rebar Spacing;Required Reinf;Current Reinf;Pier Leg;Leg X1;Leg Y1;Leg X2;Leg Y2;Shear Rebar;Compressive Stress Left;Compressive Stress Right;Compressive Stress Limit Left;Compressive Stress Limit Right;C Depth Left;C Limit Left;C Depth Right;C Limit Right;Boundary Zone Left;Boundary Zone Right;Warnings;Errors
;;;;;;m;%;%;;m;m;m;m;m²/m;tonf/m²;tonf/m²;tonf/m²;tonf/m²;m;m;m;m;m;m;;
Story8;I3;Top;Uniform;#2;#2;0.15;0.32;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;25.4;26.65;42;42;;;;;;;No Message;No Message
Story8;I3;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;36.18;36.48;42;42;0.8019;0.62618;0.8019;0.62618;0.4394;0.4394;No Message;No Message
Story7;I3;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;34.82;36.19;56;56;;;;;;;No Message;No Message
Story7;I3;Bottom;Uniform;#2;#2;0.15;0.58;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;45.7;46.28;56;56;0.74794;0.66668;0.74794;0.66668;0.38544;0.38544;No Message;No Message
Story6;I3;Top;Uniform;#2;#2;0.15;0.56;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;43.92;45.39;56;56;0.81177;0.71641;0.81177;0.71641;0.44927;0.44927;No Message;No Message
Story6;I3;Bottom;Uniform;#2;#2;0.15;0.72;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;56.12;57.2;56;56;0.89465;0.71641;0.89465;0.71641;0.53215;0.53215;No Message;No Message
Story5;I3;Top;Uniform;#2;#2;0.15;0.71;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;54.35;55.92;56;56;0.96141;0.79954;0.96141;0.79954;0.59891;0.59891;No Message;No Message
Story5;I3;Bottom;Uniform;#2;#2;0.15;0.89;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;67.8;69.15;56;56;1.05395;0.79954;1.05395;0.79954;0.69145;0.69145;No Message;No Message
Story4;I3;Top;Uniform;8d;8d;0.15;0.71;0.46;Top Leg 1;5.645;5.375;9.27;5.375;0.00038;53.61;54.16;70;70;0.78772;0.8631;0.78772;0.8631;0.42522;0.42522;No Message;No Message
Story4;I3;Bottom;Uniform;8d;8d;0.15;0.87;0.46;Bottom Leg 1;5.645;5.375;9.27;5.375;0.00038;65.6;66.08;70;70;0.862;0.8631;0.862;0.8631;0.4995;0.4995;No Message;No Message
Story3;I3;Top;Uniform;8d;8d;0.15;0.86;0.46;Top Leg 1;5.645;5.375;9.27;5.375;0.00038;64.39;64.98;70;70;0.91079;0.8631;0.91079;0.8631;0.54829;0.54829;No Message;No Message
Story3;I3;Bottom;Uniform;8d;8d;0.15;1.05;0.46;Bottom Leg 1;5.645;5.375;9.27;5.375;0.00038;76.29;76.92;70;70;0.97782;0.8631;0.97782;0.8631;0.61532;0.61532;No Message;No Message
Story2;I3;Top;Uniform;8d;8d;0.15;1.04;0.46;Top Leg 1;5.645;5.375;9.27;5.375;0.00038;75.23;76.1;70;70;1.02374;0.8631;1.02374;0.8631;0.66124;0.66124;No Message;No Message
Story2;I3;Bottom;Uniform;8d;8d;0.15;1.17;0.46;Bottom Leg 1;5.645;5.375;9.27;5.375;0.00038;87.65;88.48;70;70;1.08496;0.8631;1.08496;0.8631;0.72246;0.72246;No Message;No Message
Story1;I3;Top;Uniform;8d;8d;0.15;1.17;0.46;Top Leg 1;5.645;5.375;9.27;5.375;0.00038;87.37;88.42;70;70;1.12641;0.8631;1.12641;0.8631;0.76391;0.76391;No Message;No Message
Story1;I3;Bottom;Uniform;8d;8d;0.15;1.36;0.46;Bottom Leg 1;5.645;5.375;9.27;5.375;0.00038;103.82;104.79;70;70;1.17576;0.8631;1.17576;0.8631;0.81326;0.81326;No Message;No Message
Story12;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;3.67;3.87;42;42;;;;;;;No Message;No Message
Story12;5A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;5.63;5.32;42;42;;;;;;;No Message;No Message
Story11;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;6.42;6.42;42;42;;;;;;;No Message;No Message
Story11;5A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;9.91;9.49;42;42;;;;;;;No Message;No Message
Story10;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;9.16;9.61;42;42;;;;;;;No Message;No Message
Story10;5A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;14.29;13.78;42;42;;;;;;;No Message;No Message
Story9;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;12.07;13.17;42;42;;;;;;;No Message;No Message
Story9;5A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;18.78;18.18;42;42;;;;;;;No Message;No Message
Story8;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;17.59;17.22;42;42;;;;;;;No Message;No Message
Story8;5A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;23.4;22.73;42;42;;;;;;;No Message;No Message
Story7;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;22.02;21.55;56;56;;;;;;;No Message;No Message
Story7;5A;Bottom;Uniform;#2;#2;0.15;0.13;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;28.21;27.48;56;56;;;;;;;No Message;No Message
Story6;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;26.57;26.02;56;56;;;;;;;No Message;No Message
Story6;5A;Bottom;Uniform;#2;#2;0.15;0.22;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;43.92;43.13;56;56;0.31632;0.67381;0.31632;0.67381;0.15816;0.15816;No Message;No Message
Story5;5A;Top;Uniform;#2;#2;0.15;0.16;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;30.98;30.35;56;56;;;;;;;No Message;No Message
Story5;5A;Bottom;Uniform;#2;#2;0.15;0.27;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;50.75;49.94;56;56;0.33961;0.67381;0.33961;0.67381;0.1698;0.1698;No Message;No Message
Story4;5A;Top;Uniform;#2;#2;0.15;0.19;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;32.92;32.33;70;70;;;;;;;No Message;No Message
Story4;5A;Bottom;Uniform;#2;#2;0.15;0.26;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;53;37.53;70;70;0.29822;0.67381;;;0.14911;;No Message;No Message
Story3;5A;Top;Uniform;#2;#2;0.15;0.18;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;35.09;34.47;70;70;;;;;;;No Message;No Message
Story3;5A;Bottom;Uniform;#2;#2;0.15;0.28;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;58.13;57.3;70;70;0.31711;0.67381;0.31711;0.67381;0.15856;0.15856;No Message;No Message
Story2;5A;Top;Uniform;#2;#2;0.15;0.16;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;38.31;37.63;70;70;;;;;;;No Message;No Message
Story2;5A;Bottom;Uniform;#2;#2;0.15;0.29;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;63.4;62.52;70;70;0.33504;0.67381;0.33504;0.67381;0.16752;0.16752;No Message;No Message
Story1;5A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;5.585;5.375;5.585;8.205;0.0003;54.36;53.57;70;70;0.34339;0.67381;0.34339;0.67381;0.1717;0.1717;No Message;No Message
Story1;5A;Bottom;Uniform;#2;#2;0.15;0.31;0.38;Bottom Leg 1;5.585;5.375;5.585;8.205;0.0003;69.73;68.85;70;70;0.34732;0.67381;0.34732;0.67381;0.17366;0.17366;No Message;No Message
Story12;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;2.92;5.52;42;42;;;;;;;No Message;No Message
Story12;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;6.76;6.05;42;42;;;;;;;No Message;No Message
Story11;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;4.61;7.53;42;42;;;;;;;No Message;No Message
Story11;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;11.46;11.03;42;42;;;;;;;No Message;No Message
Story10;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;6.12;8.87;42;42;;;;;;;No Message;No Message
Story10;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;16.8;16.44;42;42;;;;;;;No Message;No Message
Story9;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;5.5;10.15;42;42;;;;;;;No Message;No Message
Story9;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;22.45;22.16;42;42;;;;;;;No Message;No Message
Story8;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.00032;11.49;14.01;42;42;;;;;;;No Message;No Message
Story8;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.00032;27.83;27.96;42;42;;;;;;;No Message;No Message
Story7;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.00037;14.25;17.63;56;56;;;;;;;No Message;No Message
Story7;K1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.00037;31.94;33.04;56;56;;;;;;;No Message;No Message
Story6;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.00038;18.12;21.64;56;56;;;;;;;No Message;No Message
Story6;K1;Bottom;Uniform;#2;#2;0.15;0.13;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.00038;36.69;38.11;56;56;;;;;;;No Message;No Message
Story5;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.00037;23.19;26.37;56;56;;;;;;;No Message;No Message
Story5;K1;Bottom;Uniform;#2;#2;0.15;0.2;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.00036;41.5;42.88;56;56;;;0.65761;1.23165;;0.32881;No Message;No Message
Story4;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.00033;28.06;30.88;70;70;;;;;;;No Message;No Message
Story4;K1;Bottom;Uniform;#2;#2;0.15;0.26;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.00032;46.26;47.52;70;70;;;;;;;No Message;No Message
Story3;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;33.28;35.75;70;70;;;;;;;No Message;No Message
Story3;K1;Bottom;Uniform;#2;#2;0.15;0.3;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;50.4;51.86;70;70;;;;;;;No Message;No Message
Story2;K1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;39.03;41.47;70;70;;;;;;;No Message;No Message
Story2;K1;Bottom;Uniform;#2;#2;0.15;0.32;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;53.8;55.69;70;70;0.75536;1.32976;0.75536;1.32976;0.37768;0.37768;No Message;No Message
Story1;K1;Top;Uniform;#2;#2;0.15;0.19;0.37;Top Leg 1;0;6.79;5.585;6.79;0.0003;45.57;48.08;70;70;;;;;;;No Message;No Message
Story1;K1;Bottom;Uniform;#2;#2;0.15;0.32;0.37;Bottom Leg 1;0;6.79;5.585;6.79;0.0003;56.47;58.72;70;70;0.80638;1.32976;0.80638;1.32976;0.40319;0.40319;No Message;No Message
Story12;1A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;2.92;0;10.66;0.0003;1.1;1.1;42;42;;;;;;;No Message;No Message
Story12;1A;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;2.92;0;10.66;0.0003;4.7;4.3;42;42;;;;;;;No Message;No Message
Story11;1A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;2.92;0;10.66;0.0003;6.44;6.04;42;42;;;;;;;No Message;No Message
Story11;1A;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;0;2.92;0;10.66;0.0003;10.89;10.16;42;42;;;;;;;No Message;No Message
Story10;1A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;0;2.92;0;10.66;0.0003;12.79;12.06;42;42;;;;;;;No Message;No Message
Story10;1A;Bottom;Uniform;#2;#2;0.15;0.18;0.37;Bottom Leg 1;0;2.92;0;10.66;0.0003;18.15;17.11;42;42;;;;;;;No Message;No Message
Story9;1A;Top;Uniform;#2;#2;0.15;0.21;0.37;Top Leg 1;0;2.92;0;10.66;0.0003;20.21;19.17;42;42;;;;;;;No Message;No Message
Story9;1A;Bottom;Uniform;#2;#2;0.15;0.31;0.37;Bottom Leg 1;0;2.92;0;10.66;0.0003;38.49;37.16;42;42;0.80674;1.84286;0.80674;1.84286;0.40337;0.40337;No Message;No Message
Story8;1A;Top;Uniform;#2;#2;0.15;0.33;0.37;Top Leg 1;0;2.92;0;10.66;0.0003;39.5;38.16;42;42;0.86011;1.84286;0.86011;1.84286;0.43005;0.43005;No Message;No Message
Story8;1A;Bottom;Uniform;#2;#2;0.15;0.38;0.37;Bottom Leg 1;0;2.92;0;10.66;0.0003;35.3;33.67;42;42;1.43963;1.84286;1.43963;1.84286;0.71982;0.71982;No Message;No Message
Story7;1A;Top;Uniform;8d;8d;0.15;0.35;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;43.37;42.07;56;56;0.66209;1.84286;0.66209;1.84286;0.33105;0.33105;No Message;No Message
Story7;1A;Bottom;Uniform;8d;8d;0.15;0.42;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;56.92;55.35;56;56;0.73106;1.84286;0.73106;1.84286;0.36553;0.36553;No Message;No Message
Story6;1A;Top;Uniform;8d;8d;0.15;0.42;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;58.09;56.52;56;56;0.77822;1.84286;0.77822;1.84286;0.38911;0.38911;No Message;No Message
Story6;1A;Bottom;Uniform;8d;8d;0.15;0.59;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;46.01;44.27;56;56;1.33932;1.84286;1.33932;1.84286;0.66966;0.66966;No Message;No Message
Story5;1A;Top;Uniform;8d;8d;0.15;0.59;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;47.97;46.23;56;56;1.41873;1.84286;1.41873;1.84286;0.70936;0.70936;No Message;No Message
Story5;1A;Bottom;Uniform;8d;8d;0.15;0.7;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;54.47;52.64;56;56;1.54442;1.84286;1.54442;1.84286;0.77221;0.77221;No Message;No Message
Story4;1A;Top;Uniform;8d;8d;0.15;0.69;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;56.1;54.27;70;70;1.37691;1.84286;1.37691;1.84286;0.68846;0.68846;No Message;No Message
Story4;1A;Bottom;Uniform;8d;8d;0.15;0.76;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;62.62;60.71;70;70;1.48419;1.84286;1.48419;1.84286;0.74209;0.74209;No Message;No Message
Story3;1A;Top;Uniform;8d;8d;0.15;0.76;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;64.18;62.27;70;70;1.53834;1.84286;1.53834;1.84286;0.76917;0.76917;No Message;No Message
Story3;1A;Bottom;Uniform;8d;8d;0.15;0.95;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;70.7;68.66;70;70;1.63844;1.84286;1.63844;1.84286;0.86444;0.86444;No Message;No Message
Story2;1A;Top;Uniform;8d;8d;0.15;0.95;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;72.1;70.07;70;70;1.68716;1.84286;1.68716;1.84286;0.91316;0.91316;No Message;No Message
Story2;1A;Bottom;Uniform;8d;8d;0.15;1.1;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;78.31;76.15;70;70;1.7742;1.84286;1.7742;1.84286;1.0002;1.0002;No Message;No Message
Story1;1A;Top;Uniform;8d;8d;0.15;1.1;0.46;Top Leg 1;0;2.92;0;10.66;0.00038;79.43;77.27;70;70;1.81309;1.84286;1.81309;1.84286;1.03909;1.03909;No Message;No Message
Story1;1A;Bottom;Uniform;8d;8d;0.15;1.2;0.46;Bottom Leg 1;0;2.92;0;10.66;0.00038;84.56;82.35;70;70;1.87664;1.84286;1.87664;1.84286;1.10264;1.10264;No Message;No Message
Story12;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;5.42;2.95;42;42;;;;;;;No Message;No Message
Story12;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;5.86;6.93;42;42;;;;;;;No Message;No Message
Story11;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;7.37;4.74;42;42;;;;;;;No Message;No Message
Story11;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;10.77;11.62;42;42;;;;;;;No Message;No Message
Story10;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;8.55;6.28;42;42;;;;;;;No Message;No Message
Story10;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;15.98;16.99;42;42;;;;;;;No Message;No Message
Story9;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;8.52;7.82;42;42;;;;;;;No Message;No Message
Story9;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;21.46;22.67;42;42;;;;;;;No Message;No Message
Story8;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.00032;13.21;11.72;42;42;;;;;;;No Message;No Message
Story8;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.00032;27.03;28.08;42;42;;;;;;;No Message;No Message
Story7;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.00037;16.6;14.5;56;56;;;;;;;No Message;No Message
Story7;K2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.00037;31.87;32.17;56;56;;;;;;;No Message;No Message
Story6;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.00038;20.37;18.39;56;56;;;;;;;No Message;No Message
Story6;K2;Bottom;Uniform;#2;#2;0.15;0.13;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.00038;36.74;36.93;56;56;;;;;;;No Message;No Message
Story5;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.00036;24.89;23.49;56;56;;;;;;;No Message;No Message
Story5;K2;Bottom;Uniform;#2;#2;0.15;0.21;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.00036;41.38;41.69;56;56;;;;;;;No Message;No Message
Story4;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.00032;29.26;28.34;70;70;;;;;;;No Message;No Message
Story4;K2;Bottom;Uniform;#2;#2;0.15;0.26;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.00032;45.92;46.4;70;70;;;;;;;No Message;No Message
Story3;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;34.04;33.52;70;70;;;;;;;No Message;No Message
Story3;K2;Bottom;Uniform;#2;#2;0.15;0.3;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;50.14;50.54;70;70;;;;;;;No Message;No Message
Story2;K2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;39.68;39.26;70;70;;;;;;;No Message;No Message
Story2;K2;Bottom;Uniform;#2;#2;0.15;0.32;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;53.88;53.96;70;70;0.73398;1.32976;0.73398;1.32976;0.36699;0.36699;No Message;No Message
Story1;K2;Top;Uniform;#2;#2;0.15;0.19;0.37;Top Leg 1;35.835;6.79;41.42;6.79;0.0003;46.21;45.79;70;70;;;;;;;No Message;No Message
Story1;K2;Bottom;Uniform;#2;#2;0.15;0.32;0.37;Bottom Leg 1;35.835;6.79;41.42;6.79;0.0003;56.87;56.68;70;70;0.78358;1.32976;0.78358;1.32976;0.39179;0.39179;No Message;No Message
Story5;B4;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;13.58;37.72;13.58;0.0003;20.99;21.98;56;56;;;;;;;No Message;No Message
Story5;B4;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;13.58;37.72;13.58;0.0003;20.91;23.44;56;56;;;;;;;No Message;No Message
Story4;B4;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;13.58;37.72;13.58;0.0003;23.16;25.69;70;70;;;;;;;No Message;No Message
Story4;B4;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;13.58;37.72;13.58;0.0003;24.12;26.11;70;70;;;;;;;No Message;No Message
Story3;B4;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;13.58;37.72;13.58;0.0003;26.34;28.32;70;70;;;;;;;No Message;No Message
Story3;B4;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;13.58;37.72;13.58;0.0003;26.51;29.52;70;70;;;;;;;No Message;No Message
Story2;B4;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;13.58;37.72;13.58;0.0003;28.72;31.73;70;70;;;;;;;No Message;No Message
Story2;B4;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;13.58;37.72;13.58;0.0003;29.77;32.06;70;70;;;;;;;No Message;No Message
Story1;B4;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;13.58;37.72;13.58;0.0003;31.98;34.28;70;70;;;;;;;No Message;No Message
Story1;B4;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;13.58;37.72;13.58;0.0003;38.31;38.48;70;70;;;;;;;No Message;No Message
Story2;G4;Top;Uniform;#2;#2;0.15;0.12;0.41;Top Leg 1;35.155;10.66;36.455;10.66;0.0003;20.57;23.07;70;70;;;;;;;No Message;No Message
Story2;G4;Bottom;Uniform;#2;#2;0.15;0.12;0.41;Bottom Leg 1;35.155;10.66;36.455;10.66;0.0003;24.66;24.87;70;70;;;;;;;No Message;No Message
Story1;G4;Top;Uniform;#2;#2;0.15;0.12;0.41;Top Leg 1;35.155;10.66;36.455;10.66;0.0003;26.07;26.34;70;70;;;;;;;No Message;No Message
Story1;G4;Bottom;Uniform;#2;#2;0.15;0.12;0.41;Bottom Leg 1;35.155;10.66;36.455;10.66;0.0003;31.01;31.24;70;70;;;;;;;No Message;No Message
Story2;F4;Top;Uniform;#2;#2;0.15;0.12;0.39;Top Leg 1;38.155;10.66;39.655;10.66;0.0003;24.97;25.08;70;70;;;;;;;No Message;No Message
Story2;F4;Bottom;Uniform;#2;#2;0.15;0.12;0.39;Bottom Leg 1;38.155;10.66;39.655;10.66;0.0003;26.88;27.21;70;70;;;;;;;No Message;No Message
Story1;F4;Top;Uniform;#2;#2;0.15;0.12;0.39;Top Leg 1;38.155;10.66;39.655;10.66;0.0003;28.56;28.8;70;70;;;;;;;No Message;No Message
Story1;F4;Bottom;Uniform;#2;#2;0.15;0.12;0.39;Bottom Leg 1;38.155;10.66;39.655;10.66;0.0003;33.64;33.93;70;70;;;;;;;No Message;No Message
Story2;F8;Top;Uniform;#2;#2;0.15;0.12;0.39;Top Leg 1;38.155;2.92;39.655;2.92;0.0003;22.15;24.93;70;70;;;;;;;No Message;No Message
Story2;F8;Bottom;Uniform;#2;#2;0.15;0.12;0.39;Bottom Leg 1;38.155;2.92;39.655;2.92;0.0003;26.8;27.1;70;70;;;;;;;No Message;No Message
Story1;F8;Top;Uniform;#2;#2;0.15;0.12;0.39;Top Leg 1;38.155;2.92;39.655;2.92;0.0003;28.44;28.65;70;70;;;;;;;No Message;No Message
Story1;F8;Bottom;Uniform;#2;#2;0.15;0.12;0.39;Bottom Leg 1;38.155;2.92;39.655;2.92;0.0003;33.58;33.83;70;70;;;;;;;No Message;No Message
Story5;B8;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;0;37.72;0;0.0003;20.97;21.95;56;56;;;;;;;No Message;No Message
Story5;B8;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;0;37.72;0;0.0003;20.89;23.41;56;56;;;;;;;No Message;No Message
Story4;B8;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;0;37.72;0;0.0003;23.14;25.66;70;70;;;;;;;No Message;No Message
Story4;B8;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;0;37.72;0;0.0003;24.12;26.06;70;70;;;;;;;No Message;No Message
Story3;B8;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;0;37.72;0;0.0003;26.33;28.27;70;70;;;;;;;No Message;No Message
Story3;B8;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;0;37.72;0;0.0003;26.49;29.48;70;70;;;;;;;No Message;No Message
Story2;B8;Top;Uniform;#2;#2;0.15;0.12;0.45;Top Leg 1;36.89;0;37.72;0;0.0003;28.7;31.69;70;70;;;;;;;No Message;No Message
Story2;B8;Bottom;Uniform;#2;#2;0.15;0.12;0.45;Bottom Leg 1;36.89;0;37.72;0;0.0003;29.76;32.01;70;70;;;;;;;No Message;No Message
